model_id,split,top_population_pct,top_bucket_bad_rate,top_bucket_default_capture,top_bucket_avg_pd,row_count
LRSTACK001,train,0.2,0.2428994931624749,0.7250927776191836,0.24178536499957892,20914
LRSTACK001,validation,0.05,0.4758928571428571,0.354978354978355,0.5373246966608233,2240
LRSTACK001,validation,0.1,0.36978353046195045,0.5517815517815517,0.38364531552779135,4481
LRSTACK001,validation,0.2,0.2429989958719179,0.7252747252747253,0.24248812258278035,8963
NN001,train,0.05,0.4868018362662586,0.36326006280331147,0.4842243149680963,5228
NN001,train,0.1,0.36281916419623217,0.5415358264344847,0.34910038762435003,10457
NN001,train,0.2,0.23979152720665584,0.7158150157008278,0.22730943778458496,20914
NN001,validation,0.05,0.47767857142857145,0.3563103563103563,0.4861671381996404,2240
NN001,validation,0.1,0.3726846686007588,0.5561105561105562,0.35079339644439456,4481
NN001,validation,0.2,0.2429989958719179,0.7252747252747253,0.2284311040544022,8963
NN002,train,0.05,0.4812547819433818,0.3591207536397374,0.46941128196376986,5228
NN002,train,0.1,0.3610021994835995,0.53882386525835,0.34213232118954673,10457
NN002,train,0.2,0.2376876733288706,0.7095346845560948,0.2266427370653265,20914
NN002,validation,0.05,0.4732142857142857,0.35298035298035296,0.46870882461221824,2240
NN002,validation,0.1,0.3644275831287659,0.5437895437895438,0.34247432373840614,4481
NN002,validation,0.2,0.24221800736360594,0.7229437229437229,0.227237476976183,8963
NN003,train,0.05,0.49655700076511095,0.37053953753925206,0.5180877532984084,5228
NN003,train,0.1,0.36951324471645786,0.5515272623465601,0.38379710401954487,10457
NN003,train,0.2,0.2435210863536387,0.7269483300028547,0.2516277620068475,20914
NN003,validation,0.05,0.4816964285714286,0.3593073593073593,0.5188463424956796,2240
NN003,validation,0.1,0.37067618835081456,0.5531135531135531,0.38505346399833124,4481
NN003,validation,0.2,0.24556510097065715,0.732933732933733,0.25222945008548675,8963
NN004,train,0.05,0.4801071155317521,0.35826434484727376,0.48750885798593546,5228
NN004,train,0.1,0.35956775365783683,0.536682843277191,0.3584126365202677,10457
NN004,train,0.2,0.23797456249402313,0.7103910933485584,0.23528689492181565,20914
NN004,validation,0.05,0.4763392857142857,0.3553113553113553,0.48827158225562095,2240
NN004,validation,0.1,0.36978353046195045,0.5517815517815517,0.359924016269269,4481
NN004,validation,0.2,0.24110230949458886,0.7196137196137196,0.2362263639823327,8963
NN005,train,0.05,0.46499617444529456,0.346988295746503,0.41454464506287936,5228
NN005,train,0.1,0.3385292148799847,0.5052811875535256,0.30538350456504826,10457
NN005,train,0.2,0.22415606770584298,0.6691407365115615,0.2178322672036939,20914
NN005,validation,0.05,0.4660714285714286,0.34765234765234765,0.41576497490605124,2240
NN005,validation,0.1,0.3430037937960277,0.5118215118215118,0.30635239575800793,4481
NN005,validation,0.2,0.22682137677117037,0.6769896769896769,0.21844647837122216,8963
NN006,train,0.05,0.4843152257077276,0.36140451041964033,0.486408139069923,5228
NN006,train,0.1,0.3639667208568423,0.543248644019412,0.3525562542514079,10457
NN006,train,0.2,0.23979152720665584,0.7158150157008278,0.23099492083383205,20914
NN006,validation,0.05,0.4758928571428571,0.354978354978355,0.48817947934432754,2240
NN006,validation,0.1,0.3695603659897344,0.5514485514485514,0.35417429898858344,4481
NN006,validation,0.2,0.24244114693740934,0.7236097236097236,0.2321619086941383,8963
NN007,train,0.05,0.4934965570007651,0.3682557807593491,0.48184262527607624,5228
NN007,train,0.1,0.36913072582958784,0.5509563231515844,0.35857299098766054,10457
NN007,train,0.2,0.24323419718848618,0.7260919212103911,0.2370068776905698,20914
NN007,validation,0.05,0.490625,0.36596736596736595,0.4816467781288608,2240
NN007,validation,0.1,0.3702298594063825,0.5524475524475524,0.3584228732233357,4481
NN007,validation,0.2,0.2446725426754435,0.7302697302697303,0.23697775113093275,8963
NN008,train,0.05,0.4908186687069625,0.36625749357693405,0.4556475041523324,5228
NN008,train,0.1,0.36827005833413023,0.5496717099628889,0.33246328385805435,10457
