model_id,split,top_population_share,top_population_count,overall_default_rate,top_group_default_rate,top_group_default_count,default_capture_share,lift_vs_overall
BLOG002,validation,0.25,11204,0.06700582368297744,0.19019992859692966,2131,0.7096237096237096,2.8385581751343976
BLOG002,validation,0.26,11652,0.06700582368297744,0.18537590113285274,2160,0.7192807192807192,2.766564023000686
BLOG002,validation,0.27,12100,0.06700582368297744,0.18123966942148761,2193,0.7302697302697303,2.7048345869007027
BLOG002,validation,0.28,12548,0.06700582368297744,0.17739878865157793,2226,0.7412587412587412,2.6475129906752475
BLOG002,validation,0.29,12996,0.06700582368297744,0.17489996922129886,2273,0.7569097569097569,2.6102204197772063
BLOG002,validation,0.3,13445,0.06700582368297744,0.1709929341762737,2299,0.7655677655677655,2.5519115321272254
BLOG002,validation,0.31,13893,0.06700582368297744,0.16735046426257827,2325,0.7742257742257742,2.4975510345840726
BLOG002,validation,0.32,14341,0.06700582368297744,0.16323826790321455,2341,0.7795537795537796,2.43618030390222
BLOG002,validation,0.33,14789,0.06700582368297744,0.16025424301845967,2370,0.7892107892107892,2.391646489962806
BLOG002,validation,0.34,15237,0.06700582368297744,0.15685502395484677,2390,0.7958707958707959,2.3409162865748807
BLOG002,validation,0.35,15685,0.06700582368297744,0.1532036978004463,2403,0.8001998001998002,2.286423617823044
BLOG002,validation,0.36,16134,0.06700582368297744,0.15042766827817033,2427,0.8081918081918081,2.2449939424651215
BLOG002,validation,0.37,16582,0.06700582368297744,0.14805210469183452,2455,0.8175158175158175,2.2095408511401757
BLOG002,validation,0.38,17030,0.06700582368297744,0.14544920728126834,2477,0.8248418248418249,2.1706950125623052
BLOG002,validation,0.39,17478,0.06700582368297744,0.14303696075065797,2500,0.8325008325008325,2.1346944621918875
BLOG002,validation,0.4,17926,0.06700582368297744,0.1400200825616423,2510,0.8358308358308358,2.089670343045329
BLOG002,validation,0.41,18374,0.06700582368297744,0.13747686948949603,2526,0.8411588411588412,2.0517152380655155
BLOG002,validation,0.42,18823,0.06700582368297744,0.13483504223556286,2538,0.8451548451548452,2.012288407549524
BLOG002,validation,0.43,19271,0.06700582368297744,0.13237507135073426,2551,0.8494838494838495,1.9755756152933257
BLOG002,validation,0.44,19719,0.06700582368297744,0.13012830265226433,2566,0.8544788544788545,1.942044668653523
BLOG002,validation,0.45,20167,0.06700582368297744,0.1279813556800714,2581,0.8594738594738595,1.9100034690355512
BLOG002,validation,0.46,20615,0.06700582368297744,0.1261217560029105,2600,0.8658008658008658,1.8822506622652149
BLOG002,validation,0.47,21063,0.06700582368297744,0.12391397236860846,2610,0.8691308691308691,1.8493015316829589
BLOG002,validation,0.48,21512,0.06700582368297744,0.12179248791372257,2620,0.8724608724608724,1.817640336606495
BLOG002,validation,0.49,21960,0.06700582368297744,0.1198087431693989,2631,0.8761238761238761,1.7880347794282219
BLOG002,validation,0.5,22408,0.06700582368297744,0.11785969296679757,2641,0.8794538794538794,1.758947006224764
BLOG003,validation,0.01,448,0.06700582368297744,0.6316964285714286,283,0.09423909423909424,9.427485460967604
BLOG003,validation,0.02,896,0.06700582368297744,0.5736607142857143,514,0.17116217116217117,8.561356054659626
BLOG003,validation,0.03,1344,0.06700582368297744,0.5297619047619048,712,0.2370962370962371,7.906206888349745
BLOG003,validation,0.04,1792,0.06700582368297744,0.49330357142857145,884,0.2943722943722944,7.362099953617811
BLOG003,validation,0.05,2240,0.06700582368297744,0.45848214285714284,1027,0.341991341991342,6.842422309833023
BLOG003,validation,0.06,2689,0.06700582368297744,0.4395686128672369,1182,0.3936063936063936,6.560155352271381
BLOG003,validation,0.07,3137,0.06700582368297744,0.4153649984061205,1303,0.4338994338994339,6.198938772416618
BLOG003,validation,0.08,3585,0.06700582368297744,0.3905160390516039,1400,0.4662004662004662,5.828091016375535
BLOG003,validation,0.09,4033,0.06700582368297744,0.36771634019340443,1483,0.4938394938394938,5.487826579569699
BLOG003,validation,0.1,4481,0.06700582368297744,0.35215353715688463,1578,0.5254745254745254,5.255566125461238
