reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Extreme Risk,Extreme Risk,1404,NN009,ET004,validation,0.031327398085547895
Extreme Risk,High Risk,135,NN009,ET004,validation,0.003012249815918067
Extreme Risk,Medium Risk,2,NN009,ET004,validation,4.4625923198786177e-05
Extreme Risk,Very High Risk,700,NN009,ET004,validation,0.015619073119575161
High Risk,Extreme Risk,48,NN009,ET004,validation,0.0010710221567708682
High Risk,High Risk,7201,NN009,ET004,validation,0.16067563647722963
High Risk,Low Risk,78,NN009,ET004,validation,0.0017404110047526608
High Risk,Medium Risk,2273,NN009,ET004,validation,0.05071736171542049
High Risk,Very High Risk,2501,NN009,ET004,validation,0.05580471696008211
Low Risk,High Risk,7,NN009,ET004,validation,0.0001561907311957516
Low Risk,Low Risk,7541,NN009,ET004,validation,0.16826204342102327
Low Risk,Medium Risk,1402,NN009,ET004,validation,0.03128277216234911
Low Risk,Very High Risk,13,NN009,ET004,validation,0.00029006850079211013
Medium Risk,High Risk,2361,NN009,ET004,validation,0.05268090233616708
Medium Risk,Low Risk,1344,NN009,ET004,validation,0.02998862038958431
Medium Risk,Medium Risk,9650,NN009,ET004,validation,0.2153200794341433
Medium Risk,Very High Risk,90,NN009,ET004,validation,0.002008166543945378
Very High Risk,Extreme Risk,789,NN009,ET004,validation,0.017604926701921146
Very High Risk,High Risk,2397,NN009,ET004,validation,0.05348416895374523
Very High Risk,Medium Risk,118,NN009,ET004,validation,0.0026329294687283842
Very High Risk,Very High Risk,4763,NN009,ET004,validation,0.10627663609790927
Extreme Risk,Extreme Risk,1621,NN009,ET005,validation,0.036169310752616195
Extreme Risk,High Risk,99,NN009,ET005,validation,0.0022089831983399155
Extreme Risk,Medium Risk,3,NN009,ET005,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,518,NN009,ET005,validation,0.01155811410848562
High Risk,High Risk,7684,NN009,ET005,validation,0.17145279692973647
High Risk,Low Risk,58,NN009,ET005,validation,0.001294151772764799
High Risk,Medium Risk,1959,NN009,ET005,validation,0.04371109177321106
High Risk,Very High Risk,2400,NN009,ET005,validation,0.05355110783854341
Low Risk,High Risk,21,NN009,ET005,validation,0.00046857219358725484
Low Risk,Low Risk,7424,NN009,ET005,validation,0.16565142691389428
Low Risk,Medium Risk,1518,NN009,ET005,validation,0.03387107570787871
Medium Risk,High Risk,2084,NN009,ET005,validation,0.0465002119731352
Medium Risk,Low Risk,1481,NN009,ET005,validation,0.03304549612870116
Medium Risk,Medium Risk,9845,NN009,ET005,validation,0.21967110694602496
Medium Risk,Very High Risk,35,NN009,ET005,validation,0.0007809536559787581
Very High Risk,Extreme Risk,620,NN009,ET005,validation,0.013834036191623714
Very High Risk,High Risk,2213,NN009,ET005,validation,0.049378584019456905
Very High Risk,Medium Risk,120,NN009,ET005,validation,0.0026775553919271707
Very High Risk,Very High Risk,5114,NN009,ET005,validation,0.11410848561929625
Extreme Risk,Extreme Risk,1955,NN009,GB001,validation,0.04362183992681348
Extreme Risk,Very High Risk,286,NN009,GB001,validation,0.006381507017426423
High Risk,High Risk,9863,NN009,GB001,validation,0.22007274025481402
High Risk,Low Risk,1,NN009,GB001,validation,2.2312961599393088e-05
High Risk,Medium Risk,1346,NN009,GB001,validation,0.030033246312783094
High Risk,Very High Risk,891,NN009,GB001,validation,0.01988084878505924
Low Risk,High Risk,32,NN009,GB001,validation,0.0007140147711805788
Low Risk,Low Risk,7352,NN009,GB001,validation,0.16404489367873798
Low Risk,Medium Risk,1578,NN009,GB001,validation,0.03520985340384229
Low Risk,Very High Risk,1,NN009,GB001,validation,2.2312961599393088e-05
Medium Risk,High Risk,1309,NN009,GB001,validation,0.02920766673360555
Medium Risk,Low Risk,1610,NN009,GB001,validation,0.03592386817502287
Medium Risk,Medium Risk,10521,NN009,GB001,validation,0.23475466898721467
Medium Risk,Very High Risk,5,NN009,GB001,validation,0.00011156480799696544
Very High Risk,Extreme Risk,286,NN009,GB001,validation,0.006381507017426423
Very High Risk,High Risk,897,NN009,GB001,validation,0.0200147265546556
Very High Risk,Very High Risk,6884,NN009,GB001,validation,0.153602427650222
Extreme Risk,Extreme Risk,1957,NN009,GB002,validation,0.04366646585001227
Extreme Risk,Very High Risk,284,NN009,GB002,validation,0.006336881094227637
High Risk,High Risk,9838,NN009,GB002,validation,0.2195149162148292
High Risk,Low Risk,1,NN009,GB002,validation,2.2312961599393088e-05
High Risk,Medium Risk,1295,NN009,GB002,validation,0.028895285271214047
High Risk,Very High Risk,967,NN009,GB002,validation,0.021576633866613116
Low Risk,High Risk,35,NN009,GB002,validation,0.0007809536559787581
Low Risk,Low Risk,7283,NN009,GB002,validation,0.16250529932837984
Low Risk,Medium Risk,1645,NN009,GB002,validation,0.03670482183100163
Medium Risk,High Risk,1257,NN009,GB002,validation,0.02804739273043711
Medium Risk,Low Risk,1679,NN009,GB002,validation,0.03746346252538099
Medium Risk,Medium Risk,10505,NN009,GB002,validation,0.2343976616016244
Medium Risk,Very High Risk,4,NN009,GB002,validation,8.925184639757235e-05
Very High Risk,Extreme Risk,284,NN009,GB002,validation,0.006336881094227637
Very High Risk,High Risk,971,NN009,GB002,validation,0.021665885713010688
Very High Risk,Very High Risk,6812,NN009,GB002,validation,0.15199589441506572
Extreme Risk,Extreme Risk,1957,NN009,GB003,validation,0.04366646585001227
Extreme Risk,Very High Risk,284,NN009,GB003,validation,0.006336881094227637
High Risk,High Risk,9857,NN009,GB003,validation,0.21993886248521766
High Risk,Medium Risk,1341,NN009,GB003,validation,0.02992168150478613
High Risk,Very High Risk,903,NN009,GB003,validation,0.02014860432425196
Low Risk,High Risk,29,NN009,GB003,validation,0.0006470758863823995
Low Risk,Low Risk,7202,NN009,GB003,validation,0.160697949438829
Low Risk,Medium Risk,1731,NN009,GB003,validation,0.03862373652854943
Low Risk,Very High Risk,1,NN009,GB003,validation,2.2312961599393088e-05
Medium Risk,High Risk,1308,NN009,GB003,validation,0.029185353772006158
Medium Risk,Low Risk,1761,NN009,GB003,validation,0.03929312537653123
Medium Risk,Medium Risk,10372,NN009,GB003,validation,0.2314300377089051
Medium Risk,Very High Risk,4,NN009,GB003,validation,8.925184639757235e-05
Very High Risk,Extreme Risk,284,NN009,GB003,validation,0.006336881094227637
Very High Risk,High Risk,907,NN009,GB003,validation,0.02023785617064953
Very High Risk,Medium Risk,1,NN009,GB003,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6875,NN009,GB003,validation,0.15340161099582747
Extreme Risk,Extreme Risk,1954,NN009,GB004,validation,0.043599526965214096
Extreme Risk,Very High Risk,287,NN009,GB004,validation,0.006403819979025816
High Risk,High Risk,9911,NN009,GB004,validation,0.2211437624115849
High Risk,Medium Risk,1318,NN009,GB004,validation,0.02940848338800009
High Risk,Very High Risk,872,NN009,GB004,validation,0.019456902514670773
Low Risk,High Risk,30,NN009,GB004,validation,0.0006693888479817927
Low Risk,Low Risk,7348,NN009,GB004,validation,0.1639556418323404
Low Risk,Medium Risk,1584,NN009,GB004,validation,0.03534373117343865
Low Risk,Very High Risk,1,NN009,GB004,validation,2.2312961599393088e-05
Medium Risk,High Risk,1283,NN009,GB004,validation,0.02862752973202133
Medium Risk,Low Risk,1615,NN009,GB004,validation,0.03603543298301984
Medium Risk,Medium Risk,10543,NN009,GB004,validation,0.2352455541424013
Medium Risk,Very High Risk,4,NN009,GB004,validation,8.925184639757235e-05
Very High Risk,Extreme Risk,287,NN009,GB004,validation,0.006403819979025816
Very High Risk,High Risk,877,NN009,GB004,validation,0.01956846732266774
Very High Risk,Very High Risk,6903,NN009,GB004,validation,0.15402637392061047
Extreme Risk,Extreme Risk,962,NN009,GNB001,validation,0.02146506905861615
Extreme Risk,High Risk,214,NN009,GNB001,validation,0.004774973782270121
Extreme Risk,Low Risk,52,NN009,GNB001,validation,0.0011602740031684405
Extreme Risk,Medium Risk,66,NN009,GNB001,validation,0.0014726554655599437
Extreme Risk,Very High Risk,947,NN009,GNB001,validation,0.021130374634625256
High Risk,Extreme Risk,90,NN009,GNB001,validation,0.002008166543945378
High Risk,High Risk,6156,NN009,GNB001,validation,0.13735859160586383
High Risk,Low Risk,714,NN009,GNB001,validation,0.015931454581966664
High Risk,Medium Risk,2317,NN009,GNB001,validation,0.051699132025793786
High Risk,Very High Risk,2824,NN009,GNB001,validation,0.06301180355668608
Low Risk,Extreme Risk,1,NN009,GNB001,validation,2.2312961599393088e-05
Low Risk,High Risk,4,NN009,GNB001,validation,8.925184639757235e-05
Low Risk,Low Risk,6111,NN009,GNB001,validation,0.13635450833389115
Low Risk,Medium Risk,2847,NN009,GNB001,validation,0.06352500167347212
Medium Risk,Extreme Risk,5,NN009,GNB001,validation,0.00011156480799696544
Medium Risk,High Risk,3898,NN009,GNB001,validation,0.08697592431443425
Medium Risk,Low Risk,1826,NN009,GNB001,validation,0.040743467880491775
Medium Risk,Medium Risk,7695,NN009,GNB001,validation,0.17169823950732982
Medium Risk,Very High Risk,21,NN009,GNB001,validation,0.00046857219358725484
Very High Risk,Extreme Risk,1183,NN009,GNB001,validation,0.026396233572082022
Very High Risk,High Risk,1829,NN009,GNB001,validation,0.04081040676528996
Very High Risk,Low Risk,260,NN009,GNB001,validation,0.005801370015842203
Very High Risk,Medium Risk,520,NN009,GNB001,validation,0.011602740031684405
Very High Risk,Very High Risk,4275,NN009,GNB001,validation,0.09538791083740544
Extreme Risk,Extreme Risk,1154,NN009,GNB007,validation,0.025749157685699624
Extreme Risk,High Risk,190,NN009,GNB007,validation,0.004239462703884687
Extreme Risk,Low Risk,14,NN009,GNB007,validation,0.0003123814623915032
Extreme Risk,Medium Risk,46,NN009,GNB007,validation,0.001026396233572082
Extreme Risk,Very High Risk,837,NN009,GNB007,validation,0.018675948858692015
High Risk,Extreme Risk,99,NN009,GNB007,validation,0.0022089831983399155
High Risk,High Risk,6471,NN009,GNB007,validation,0.14438717450967267
High Risk,Low Risk,541,NN009,GNB007,validation,0.01207131222527166
High Risk,Medium Risk,2213,NN009,GNB007,validation,0.049378584019456905
High Risk,Very High Risk,2777,NN009,GNB007,validation,0.061963094361514606
Low Risk,Extreme Risk,1,NN009,GNB007,validation,2.2312961599393088e-05
Low Risk,High Risk,41,NN009,GNB007,validation,0.0009148314255751166
Low Risk,Low Risk,6507,NN009,GNB007,validation,0.14519044112725082
Low Risk,Medium Risk,2410,NN009,GNB007,validation,0.05377423745453734
Low Risk,Very High Risk,4,NN009,GNB007,validation,8.925184639757235e-05
Medium Risk,Extreme Risk,5,NN009,GNB007,validation,0.00011156480799696544
Medium Risk,High Risk,3421,NN009,GNB007,validation,0.07633264163152376
Medium Risk,Low Risk,1780,NN009,GNB007,validation,0.0397170716469197
Medium Risk,Medium Risk,8194,NN009,GNB007,validation,0.18283240734542697
Medium Risk,Very High Risk,45,NN009,GNB007,validation,0.001004083271972689
Very High Risk,Extreme Risk,1003,NN009,GNB007,validation,0.022379900484191268
Very High Risk,High Risk,1978,NN009,GNB007,validation,0.04413503804359953
Very High Risk,Low Risk,121,NN009,GNB007,validation,0.0026998683535265637
Very High Risk,Medium Risk,582,NN009,GNB007,validation,0.012986143650846776
Very High Risk,Very High Risk,4383,NN009,GNB007,validation,0.0977977106901399
Extreme Risk,Extreme Risk,1131,NN009,GNB008,validation,0.02523595956891358
Extreme Risk,High Risk,174,NN009,GNB008,validation,0.0038824553182943973
Extreme Risk,Low Risk,51,NN009,GNB008,validation,0.0011379610415690475
Extreme Risk,Medium Risk,44,NN009,GNB008,validation,0.000981770310373296
Extreme Risk,Very High Risk,841,NN009,GNB008,validation,0.018765200705089587
High Risk,Extreme Risk,70,NN009,GNB008,validation,0.0015619073119575162
High Risk,High Risk,6564,NN009,GNB008,validation,0.14646227993841623
High Risk,Low Risk,766,NN009,GNB008,validation,0.017091728585135104
High Risk,Medium Risk,1937,NN009,GNB008,validation,0.043220206618024413
High Risk,Very High Risk,2764,NN009,GNB008,validation,0.06167302586072249
Low Risk,High Risk,40,NN009,GNB008,validation,0.0008925184639757235
Low Risk,Low Risk,5997,NN009,GNB008,validation,0.13381083071156036
Low Risk,Medium Risk,2926,NN009,GNB008,validation,0.06528772563982417
Medium Risk,Extreme Risk,4,NN009,GNB008,validation,8.925184639757235e-05
Medium Risk,High Risk,3432,NN009,GNB008,validation,0.07657808420911708
Medium Risk,Low Risk,1883,NN009,GNB008,validation,0.042015306691657185
Medium Risk,Medium Risk,8096,NN009,GNB008,validation,0.18064573710868645
Medium Risk,Very High Risk,30,NN009,GNB008,validation,0.0006693888479817927
Very High Risk,Extreme Risk,1036,NN009,GNB008,validation,0.02311622821697124
Very High Risk,High Risk,1891,NN009,GNB008,validation,0.04219381038445233
Very High Risk,Low Risk,266,NN009,GNB008,validation,0.005935247785438562
Very High Risk,Medium Risk,442,NN009,GNB008,validation,0.009862329026931745
Very High Risk,Very High Risk,4432,NN009,GNB008,validation,0.09889104580851016
Extreme Risk,Extreme Risk,1078,NN009,GNB009,validation,0.024053372604145747
Extreme Risk,High Risk,170,NN009,GNB009,validation,0.0037932034718968248
Extreme Risk,Low Risk,46,NN009,GNB009,validation,0.001026396233572082
Extreme Risk,Medium Risk,52,NN009,GNB009,validation,0.0011602740031684405
Extreme Risk,Very High Risk,895,NN009,GNB009,validation,0.019970100631456815
High Risk,Extreme Risk,62,NN009,GNB009,validation,0.0013834036191623714
High Risk,High Risk,6543,NN009,GNB009,validation,0.14599370774482898
High Risk,Low Risk,777,NN009,GNB009,validation,0.01733717116272843
High Risk,Medium Risk,1975,NN009,GNB009,validation,0.04406809915880135
High Risk,Very High Risk,2744,NN009,GNB009,validation,0.06122676662873463
Low Risk,High Risk,64,NN009,GNB009,validation,0.0014280295423611577
Low Risk,Low Risk,5954,NN009,GNB009,validation,0.13285137336278643
Low Risk,Medium Risk,2945,NN009,GNB009,validation,0.06571167191021264
Medium Risk,Extreme Risk,3,NN009,GNB009,validation,6.693888479817926e-05
Medium Risk,High Risk,3499,NN009,GNB009,validation,0.07807305263627641
Medium Risk,Low Risk,1912,NN009,GNB009,validation,0.04266238257803958
Medium Risk,Medium Risk,8009,NN009,GNB009,validation,0.17870450944953925
Medium Risk,Very High Risk,22,NN009,GNB009,validation,0.000490885155186648
Very High Risk,Extreme Risk,1098,NN009,GNB009,validation,0.02449963183613361
Very High Risk,High Risk,1825,NN009,GNB009,validation,0.04072115491889238
Very High Risk,Low Risk,274,NN009,GNB009,validation,0.006113751478233706
Very High Risk,Medium Risk,464,NN009,GNB009,validation,0.010353214182118393
Very High Risk,Very High Risk,4406,NN009,GNB009,validation,0.09831090880692595
Extreme Risk,Extreme Risk,1036,NN009,GNB010,validation,0.02311622821697124
Extreme Risk,High Risk,171,NN009,GNB010,validation,0.003815516433496218
Extreme Risk,Low Risk,43,NN009,GNB010,validation,0.0009594573487739028
Extreme Risk,Medium Risk,54,NN009,GNB010,validation,0.0012048999263672268
Extreme Risk,Very High Risk,937,NN009,GNB010,validation,0.020907245018631324
High Risk,Extreme Risk,74,NN009,GNB010,validation,0.0016511591583550885
High Risk,High Risk,6480,NN009,GNB010,validation,0.1445879911640672
High Risk,Low Risk,770,NN009,GNB010,validation,0.017180980431532676
High Risk,Medium Risk,2047,NN009,GNB010,validation,0.04567463239395765
High Risk,Very High Risk,2730,NN009,GNB010,validation,0.06091438516634313
Low Risk,Extreme Risk,1,NN009,GNB010,validation,2.2312961599393088e-05
Low Risk,High Risk,83,NN009,GNB010,validation,0.0018519758127496263
Low Risk,Low Risk,5946,NN009,GNB010,validation,0.1326728696699913
Low Risk,Medium Risk,2933,NN009,GNB010,validation,0.06544391637101993
Medium Risk,Extreme Risk,5,NN009,GNB010,validation,0.00011156480799696544
Medium Risk,High Risk,3546,NN009,GNB010,validation,0.07912176183144788
Medium Risk,Low Risk,1933,NN009,GNB010,validation,0.04313095477162684
Medium Risk,Medium Risk,7938,NN009,GNB010,validation,0.17712028917598233
Medium Risk,Very High Risk,23,NN009,GNB010,validation,0.000513198116786041
Very High Risk,Extreme Risk,1125,NN009,GNB010,validation,0.025102081799317222
Very High Risk,High Risk,1821,NN009,GNB010,validation,0.04063190307249481
Very High Risk,Low Risk,271,NN009,GNB010,validation,0.006046812593435527
Very High Risk,Medium Risk,473,NN009,GNB010,validation,0.01055403083651293
Very High Risk,Very High Risk,4377,NN009,GNB010,validation,0.09766383292054355
Extreme Risk,Extreme Risk,1907,NN009,LASSOSTACK001,validation,0.04255081777004262
Extreme Risk,Very High Risk,334,NN009,LASSOSTACK001,validation,0.007452529174197291
High Risk,High Risk,9070,NN009,LASSOSTACK001,validation,0.2023785617064953
High Risk,Low Risk,7,NN009,LASSOSTACK001,validation,0.0001561907311957516
High Risk,Medium Risk,1722,NN009,LASSOSTACK001,validation,0.038422919874154894
High Risk,Very High Risk,1302,NN009,LASSOSTACK001,validation,0.0290514760024098
Low Risk,High Risk,36,NN009,LASSOSTACK001,validation,0.0008032666175781511
Low Risk,Low Risk,7510,NN009,LASSOSTACK001,validation,0.16757034161144208
Low Risk,Medium Risk,1416,NN009,LASSOSTACK001,validation,0.031595153624740614
Low Risk,Very High Risk,1,NN009,LASSOSTACK001,validation,2.2312961599393088e-05
Medium Risk,High Risk,1687,NN009,LASSOSTACK001,validation,0.037641966218176136
Medium Risk,Low Risk,1446,NN009,LASSOSTACK001,validation,0.0322645424727224
Medium Risk,Medium Risk,10305,NN009,LASSOSTACK001,validation,0.22993506928174576
Medium Risk,Very High Risk,7,NN009,LASSOSTACK001,validation,0.0001561907311957516
Very High Risk,Extreme Risk,334,NN009,LASSOSTACK001,validation,0.007452529174197291
Very High Risk,High Risk,1308,NN009,LASSOSTACK001,validation,0.029185353772006158
Very High Risk,Medium Risk,2,NN009,LASSOSTACK001,validation,4.4625923198786177e-05
Very High Risk,Very High Risk,6423,NN009,LASSOSTACK001,validation,0.1433161523529018
