reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Medium Risk,High Risk,3153,T003,LRSTACK001,validation,0.0703527679228864
Medium Risk,Low Risk,870,T003,LRSTACK001,validation,0.019412276591471985
Medium Risk,Medium Risk,7551,T003,LRSTACK001,validation,0.1684851730370172
Very High Risk,Extreme Risk,484,T003,LRSTACK001,validation,0.010799473414106255
Very High Risk,High Risk,2429,T003,LRSTACK001,validation,0.05419818372492581
Very High Risk,Low Risk,7,T003,LRSTACK001,validation,0.0001561907311957516
Very High Risk,Medium Risk,16,T003,LRSTACK001,validation,0.0003570073855902894
Very High Risk,Very High Risk,6340,T003,LRSTACK001,validation,0.14146417654015217
Extreme Risk,Extreme Risk,1804,T003,NN001,validation,0.04025258272530513
Extreme Risk,High Risk,11,T003,NN001,validation,0.000245442577593324
Extreme Risk,Medium Risk,2,T003,NN001,validation,4.4625923198786177e-05
Extreme Risk,Very High Risk,424,T003,NN001,validation,0.009460695718142668
High Risk,High Risk,6829,T003,NN001,validation,0.1523752147622554
High Risk,Low Risk,24,T003,NN001,validation,0.0005355110783854341
High Risk,Medium Risk,964,T003,NN001,validation,0.021509694981814938
High Risk,Very High Risk,949,T003,NN001,validation,0.02117500055782404
Low Risk,High Risk,407,T003,NN001,validation,0.009081375370952986
Low Risk,Low Risk,7684,T003,NN001,validation,0.17145279692973647
Low Risk,Medium Risk,4869,T003,NN001,validation,0.10864181002744494
Medium Risk,High Risk,2721,T003,NN001,validation,0.06071356851194859
Medium Risk,Low Risk,1248,T003,NN001,validation,0.027846576076042573
Medium Risk,Medium Risk,7586,T003,NN001,validation,0.16926612669299596
Medium Risk,Very High Risk,19,T003,NN001,validation,0.00042394627038846864
Very High Risk,Extreme Risk,437,T003,NN001,validation,0.009750764218934779
Very High Risk,High Risk,2133,T003,NN001,validation,0.047593547091505456
Very High Risk,Low Risk,7,T003,NN001,validation,0.0001561907311957516
Very High Risk,Medium Risk,24,T003,NN001,validation,0.0005355110783854341
Very High Risk,Very High Risk,6675,T003,NN001,validation,0.14893901867594886
Extreme Risk,Extreme Risk,1759,T003,NN002,validation,0.03924849945333244
Extreme Risk,High Risk,22,T003,NN002,validation,0.000490885155186648
Extreme Risk,Low Risk,2,T003,NN002,validation,4.4625923198786177e-05
Extreme Risk,Medium Risk,3,T003,NN002,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,455,T003,NN002,validation,0.010152397527723855
High Risk,Extreme Risk,2,T003,NN002,validation,4.4625923198786177e-05
High Risk,High Risk,6309,T003,NN002,validation,0.140772474730571
High Risk,Low Risk,137,T003,NN002,validation,0.003056875739116853
High Risk,Medium Risk,1163,T003,NN002,validation,0.025949974340094162
High Risk,Very High Risk,1155,T003,NN002,validation,0.025771470647299018
Low Risk,High Risk,469,T003,NN002,validation,0.010464778990115359
Low Risk,Low Risk,7111,T003,NN002,validation,0.15866746993328423
Low Risk,Medium Risk,5380,T003,NN002,validation,0.12004373340473481
Medium Risk,High Risk,3052,T003,NN002,validation,0.0680991588013477
Medium Risk,Low Risk,1691,T003,NN002,validation,0.03773121806457371
Medium Risk,Medium Risk,6813,T003,NN002,validation,0.1520182073766651
Medium Risk,Very High Risk,18,T003,NN002,validation,0.00040163330878907556
Very High Risk,Extreme Risk,480,T003,NN002,validation,0.010710221567708683
Very High Risk,High Risk,2249,T003,NN002,validation,0.05018185063703506
Very High Risk,Low Risk,22,T003,NN002,validation,0.000490885155186648
Very High Risk,Medium Risk,86,T003,NN002,validation,0.0019189146975478056
Very High Risk,Very High Risk,6439,T003,NN002,validation,0.1436731597384921
Extreme Risk,Extreme Risk,1827,T003,NN003,validation,0.04076578084209117
Extreme Risk,High Risk,11,T003,NN003,validation,0.000245442577593324
Extreme Risk,Medium Risk,4,T003,NN003,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,399,T003,NN003,validation,0.008902871678157842
High Risk,Extreme Risk,1,T003,NN003,validation,2.2312961599393088e-05
High Risk,High Risk,6843,T003,NN003,validation,0.1526875962246469
High Risk,Low Risk,35,T003,NN003,validation,0.0007809536559787581
High Risk,Medium Risk,819,T003,NN003,validation,0.01827431554990294
High Risk,Very High Risk,1068,T003,NN003,validation,0.02383024298815182
Low Risk,High Risk,450,T003,NN003,validation,0.010040832719726889
Low Risk,Low Risk,7296,T003,NN003,validation,0.16279536782917198
Low Risk,Medium Risk,5214,T003,NN003,validation,0.11633978177923555
Medium Risk,High Risk,2592,T003,NN003,validation,0.05783519646562688
Medium Risk,Low Risk,1592,T003,NN003,validation,0.03552223486623379
Medium Risk,Medium Risk,7376,T003,NN003,validation,0.1645804047571234
Medium Risk,Very High Risk,14,T003,NN003,validation,0.0003123814623915032
Very High Risk,Extreme Risk,413,T003,NN003,validation,0.009215253140549344
Very High Risk,High Risk,2205,T003,NN003,validation,0.04920008032666176
Very High Risk,Low Risk,40,T003,NN003,validation,0.0008925184639757235
Very High Risk,Medium Risk,32,T003,NN003,validation,0.0007140147711805788
Very High Risk,Very High Risk,6586,T003,NN003,validation,0.14695316509360287
Extreme Risk,Extreme Risk,1822,T003,NN004,validation,0.04065421603409421
Extreme Risk,High Risk,4,T003,NN004,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,415,T003,NN004,validation,0.009259879063748132
High Risk,High Risk,7137,T003,NN004,validation,0.15924760693486847
High Risk,Low Risk,75,T003,NN004,validation,0.0016734721199544815
High Risk,Medium Risk,862,T003,NN004,validation,0.01923377289867684
High Risk,Very High Risk,692,T003,NN004,validation,0.015440569426780017
Low Risk,High Risk,443,T003,NN004,validation,0.009884641988531138
Low Risk,Low Risk,7816,T003,NN004,validation,0.17439810786085638
Low Risk,Medium Risk,4701,T003,NN004,validation,0.1048932324787469
Medium Risk,High Risk,2680,T003,NN004,validation,0.059798737086373475
Medium Risk,Low Risk,1071,T003,NN004,validation,0.023897181872949997
Medium Risk,Medium Risk,7817,T003,NN004,validation,0.17442042082245576
Medium Risk,Very High Risk,6,T003,NN004,validation,0.00013387776959635853
Very High Risk,Extreme Risk,419,T003,NN004,validation,0.009349130910145704
Very High Risk,High Risk,1837,T003,NN004,validation,0.0409889104580851
Very High Risk,Low Risk,1,T003,NN004,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,65,T003,NN004,validation,0.0014503425039605507
Very High Risk,Very High Risk,6954,T003,NN004,validation,0.15516433496217952
Extreme Risk,Extreme Risk,1647,T003,NN005,validation,0.036749447754200415
Extreme Risk,High Risk,120,T003,NN005,validation,0.0026775553919271707
Extreme Risk,Low Risk,9,T003,NN005,validation,0.00020081665439453778
Extreme Risk,Medium Risk,13,T003,NN005,validation,0.00029006850079211013
Extreme Risk,Very High Risk,452,T003,NN005,validation,0.010085458642925675
High Risk,Extreme Risk,2,T003,NN005,validation,4.4625923198786177e-05
High Risk,High Risk,6275,T003,NN005,validation,0.14001383403619164
High Risk,Low Risk,197,T003,NN005,validation,0.004395653435080438
High Risk,Medium Risk,1188,T003,NN005,validation,0.026507798380078988
High Risk,Very High Risk,1104,T003,NN005,validation,0.024633509605729968
Low Risk,High Risk,1079,T003,NN005,validation,0.02407568556574514
Low Risk,Low Risk,7112,T003,NN005,validation,0.15868978289488364
Low Risk,Medium Risk,4769,T003,NN005,validation,0.10641051386750564
Medium Risk,High Risk,2829,T003,NN005,validation,0.06312336836468305
Medium Risk,Low Risk,1567,T003,NN005,validation,0.034964410826248966
Medium Risk,Medium Risk,7160,T003,NN005,validation,0.15976080505165452
Medium Risk,Very High Risk,18,T003,NN005,validation,0.00040163330878907556
Very High Risk,Extreme Risk,592,T003,NN005,validation,0.013209273266840708
Very High Risk,High Risk,1798,T003,NN005,validation,0.040118704955708774
Very High Risk,Low Risk,78,T003,NN005,validation,0.0017404110047526608
Very High Risk,Medium Risk,315,T003,NN005,validation,0.007028582903808822
Very High Risk,Very High Risk,6493,T003,NN005,validation,0.1448780596648593
Extreme Risk,Extreme Risk,1807,T003,NN006,validation,0.04031952161010331
Extreme Risk,High Risk,12,T003,NN006,validation,0.00026775553919271706
Extreme Risk,Medium Risk,2,T003,NN006,validation,4.4625923198786177e-05
Extreme Risk,Very High Risk,420,T003,NN006,validation,0.009371443871745096
High Risk,Extreme Risk,1,T003,NN006,validation,2.2312961599393088e-05
High Risk,High Risk,6729,T003,NN006,validation,0.15014391860231607
High Risk,Low Risk,54,T003,NN006,validation,0.0012048999263672268
High Risk,Medium Risk,1029,T003,NN006,validation,0.02296003748577549
High Risk,Very High Risk,953,T003,NN006,validation,0.021264252404221612
Low Risk,High Risk,467,T003,NN006,validation,0.010420153066916573
Low Risk,Low Risk,7668,T003,NN006,validation,0.1710957895441462
Low Risk,Medium Risk,4825,T003,NN006,validation,0.10766003971707165
Medium Risk,High Risk,2784,T003,NN006,validation,0.06211928509271036
Medium Risk,Low Risk,1234,T003,NN006,validation,0.02753419461365107
Medium Risk,Medium Risk,7544,T003,NN006,validation,0.16832898230582144
Medium Risk,Very High Risk,12,T003,NN006,validation,0.00026775553919271706
Very High Risk,Extreme Risk,433,T003,NN006,validation,0.009661512372537207
Very High Risk,High Risk,2109,T003,NN006,validation,0.04705803601312002
Very High Risk,Low Risk,7,T003,NN006,validation,0.0001561907311957516
Very High Risk,Medium Risk,45,T003,NN006,validation,0.001004083271972689
Very High Risk,Very High Risk,6682,T003,NN006,validation,0.1490952094071446
Extreme Risk,Extreme Risk,1836,T003,NN007,validation,0.04096659749648571
Extreme Risk,High Risk,8,T003,NN007,validation,0.0001785036927951447
Extreme Risk,Medium Risk,1,T003,NN007,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,396,T003,NN007,validation,0.008835932793359662
High Risk,High Risk,6826,T003,NN007,validation,0.1523082758774572
High Risk,Low Risk,46,T003,NN007,validation,0.001026396233572082
High Risk,Medium Risk,1011,T003,NN007,validation,0.022558404176986412
High Risk,Very High Risk,883,T003,NN007,validation,0.019702345092264095
Low Risk,High Risk,319,T003,NN007,validation,0.007117834750206395
Low Risk,Low Risk,7671,T003,NN007,validation,0.17116272842894437
Low Risk,Medium Risk,4970,T003,NN007,validation,0.11089541914898364
Medium Risk,High Risk,2906,T003,NN007,validation,0.0648414664078363
Medium Risk,Low Risk,1241,T003,NN007,validation,0.027690385344846823
Medium Risk,Medium Risk,7417,T003,NN007,validation,0.16549523618269854
Medium Risk,Very High Risk,10,T003,NN007,validation,0.00022312961599393088
Very High Risk,Extreme Risk,405,T003,NN007,validation,0.0090367494477542
Very High Risk,High Risk,2042,T003,NN007,validation,0.04556306758596068
Very High Risk,Low Risk,5,T003,NN007,validation,0.00011156480799696544
Very High Risk,Medium Risk,46,T003,NN007,validation,0.001026396233572082
Very High Risk,Very High Risk,6778,T003,NN007,validation,0.15123725372068636
Extreme Risk,Extreme Risk,1831,T003,NN008,validation,0.040855032688488745
Extreme Risk,High Risk,4,T003,NN008,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,406,T003,NN008,validation,0.009059062409353594
High Risk,High Risk,7035,T003,NN008,validation,0.15697168485173038
High Risk,Low Risk,29,T003,NN008,validation,0.0006470758863823995
High Risk,Medium Risk,825,T003,NN008,validation,0.0184081933194993
High Risk,Very High Risk,877,T003,NN008,validation,0.01956846732266774
Low Risk,High Risk,444,T003,NN008,validation,0.00990695495013053
Low Risk,Low Risk,7530,T003,NN008,validation,0.16801660084342995
Low Risk,Medium Risk,4986,T003,NN008,validation,0.11125242653457393
Medium Risk,High Risk,2543,T003,NN008,validation,0.056741861347256624
Medium Risk,Low Risk,1404,T003,NN008,validation,0.031327398085547895
Medium Risk,Medium Risk,7623,T003,NN008,validation,0.17009170627217352
Medium Risk,Very High Risk,4,T003,NN008,validation,8.925184639757235e-05
Very High Risk,Extreme Risk,410,T003,NN008,validation,0.009148314255751166
Very High Risk,High Risk,2075,T003,NN008,validation,0.04629939531874066
Very High Risk,Medium Risk,11,T003,NN008,validation,0.000245442577593324
Very High Risk,Very High Risk,6780,T003,NN008,validation,0.15128187964388512
Extreme Risk,Extreme Risk,1835,T003,NN009,validation,0.04094428453488631
Extreme Risk,High Risk,4,T003,NN009,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,402,T003,NN009,validation,0.008969810562956022
High Risk,Extreme Risk,9,T003,NN009,validation,0.00020081665439453778
High Risk,High Risk,6562,T003,NN009,validation,0.14641765401521745
High Risk,Low Risk,28,T003,NN009,validation,0.0006247629247830064
High Risk,Medium Risk,1110,T003,NN009,validation,0.024767387375326327
High Risk,Very High Risk,1057,T003,NN009,validation,0.023584800410558493
Low Risk,High Risk,393,T003,NN009,validation,0.008768993908561484
Low Risk,Low Risk,7917,T003,NN009,validation,0.17665171698239507
Low Risk,Medium Risk,4650,T003,NN009,validation,0.10375527143717786
Medium Risk,High Risk,2811,T003,NN009,validation,0.06272173505589397
Medium Risk,Low Risk,1016,T003,NN009,validation,0.022669968984983378
Medium Risk,Medium Risk,7665,T003,NN009,validation,0.171028850659348
Medium Risk,Very High Risk,82,T003,NN009,validation,0.001829662851150233
Very High Risk,Extreme Risk,397,T003,NN009,validation,0.008858245754959056
Very High Risk,High Risk,2331,T003,NN009,validation,0.052011513488185286
Very High Risk,Low Risk,2,T003,NN009,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,20,T003,NN009,validation,0.00044625923198786177
Very High Risk,Very High Risk,6526,T003,NN009,validation,0.1456143873976393
Extreme Risk,Extreme Risk,1788,T003,NN010,validation,0.03989557533971484
Extreme Risk,High Risk,5,T003,NN010,validation,0.00011156480799696544
Extreme Risk,Medium Risk,1,T003,NN010,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,447,T003,NN010,validation,0.00997389383492871
High Risk,Extreme Risk,2,T003,NN010,validation,4.4625923198786177e-05
High Risk,High Risk,6190,T003,NN010,validation,0.1381172323002432
High Risk,Low Risk,7,T003,NN010,validation,0.0001561907311957516
High Risk,Medium Risk,1222,T003,NN010,validation,0.027266439074458353
High Risk,Very High Risk,1345,T003,NN010,validation,0.030010933351183704
Low Risk,High Risk,801,T003,NN010,validation,0.017872682241113862
Low Risk,Low Risk,7263,T003,NN010,validation,0.162059040096392
Low Risk,Medium Risk,4880,T003,NN010,validation,0.10888725260503827
Low Risk,Very High Risk,16,T003,NN010,validation,0.0003570073855902894
Medium Risk,High Risk,2475,T003,NN010,validation,0.05522457995849789
Medium Risk,Low Risk,1692,T003,NN010,validation,0.037753531026173105
Medium Risk,Medium Risk,7325,T003,NN010,validation,0.16344244371555436
Medium Risk,Very High Risk,82,T003,NN010,validation,0.001829662851150233
Very High Risk,Extreme Risk,451,T003,NN010,validation,0.010063145681326283
Very High Risk,High Risk,2630,T003,NN010,validation,0.05868308900640382
Very High Risk,Low Risk,1,T003,NN010,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,17,T003,NN010,validation,0.0003793203471896825
Very High Risk,Very High Risk,6177,T003,NN010,validation,0.1378271637994511
Extreme Risk,Extreme Risk,1754,T003,NN011,validation,0.03913693464533548
Extreme Risk,High Risk,21,T003,NN011,validation,0.00046857219358725484
Extreme Risk,Low Risk,2,T003,NN011,validation,4.4625923198786177e-05
Extreme Risk,Medium Risk,4,T003,NN011,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,460,T003,NN011,validation,0.01026396233572082
High Risk,Extreme Risk,2,T003,NN011,validation,4.4625923198786177e-05
High Risk,High Risk,6290,T003,NN011,validation,0.14034852846018253
High Risk,Low Risk,145,T003,NN011,validation,0.0032353794319119975
High Risk,Medium Risk,1185,T003,NN011,validation,0.02644085949528081
High Risk,Very High Risk,1144,T003,NN011,validation,0.025526028069705692
Low Risk,High Risk,460,T003,NN011,validation,0.01026396233572082
Low Risk,Low Risk,7151,T003,NN011,validation,0.15955998839725996
Low Risk,Medium Risk,5349,T003,NN011,validation,0.11935203159515362
Medium Risk,High Risk,3100,T003,NN011,validation,0.06917018095811857
Medium Risk,Low Risk,1640,T003,NN011,validation,0.036593257023004665
Medium Risk,Medium Risk,6820,T003,NN011,validation,0.15217439810786085
Medium Risk,Very High Risk,14,T003,NN011,validation,0.0003123814623915032
Very High Risk,Extreme Risk,485,T003,NN011,validation,0.010821786375705647
Very High Risk,High Risk,2230,T003,NN011,validation,0.04975790436664659
Very High Risk,Low Risk,25,T003,NN011,validation,0.0005578240399848271
Very High Risk,Medium Risk,87,T003,NN011,validation,0.0019412276591471986
Very High Risk,Very High Risk,6449,T003,NN011,validation,0.14389628935448603
Extreme Risk,Extreme Risk,1712,T003,NN012,validation,0.03819979025816097
Extreme Risk,High Risk,28,T003,NN012,validation,0.0006247629247830064
Extreme Risk,Low Risk,2,T003,NN012,validation,4.4625923198786177e-05
Extreme Risk,Medium Risk,3,T003,NN012,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,496,T003,NN012,validation,0.011067228953298971
High Risk,Extreme Risk,5,T003,NN012,validation,0.00011156480799696544
High Risk,High Risk,6356,T003,NN012,validation,0.14182118392574247
High Risk,Low Risk,38,T003,NN012,validation,0.0008478925407769373
High Risk,Medium Risk,1324,T003,NN012,validation,0.02954236115759645
High Risk,Very High Risk,1043,T003,NN012,validation,0.02327241894816699
Low Risk,High Risk,359,T003,NN012,validation,0.008010353214182118
Low Risk,Low Risk,7950,T003,NN012,validation,0.17738804471517505
Low Risk,Medium Risk,4651,T003,NN012,validation,0.10377758439877725
Medium Risk,High Risk,3222,T003,NN012,validation,0.07189236227324453
Medium Risk,Low Risk,965,T003,NN012,validation,0.021532007943414328
Medium Risk,Medium Risk,7356,T003,NN012,validation,0.16413414552513556
Medium Risk,Very High Risk,31,T003,NN012,validation,0.0006917018095811857
Very High Risk,Extreme Risk,524,T003,NN012,validation,0.011691991878081977
Very High Risk,High Risk,2136,T003,NN012,validation,0.04766048597630364
Very High Risk,Low Risk,8,T003,NN012,validation,0.0001785036927951447
Very High Risk,Medium Risk,111,T003,NN012,validation,0.0024767387375326327
Very High Risk,Very High Risk,6497,T003,NN012,validation,0.14496731151125689
Extreme Risk,Extreme Risk,1760,T003,NN013,validation,0.039270812414931834
Extreme Risk,High Risk,20,T003,NN013,validation,0.00044625923198786177
Extreme Risk,Low Risk,1,T003,NN013,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,460,T003,NN013,validation,0.01026396233572082
High Risk,Extreme Risk,2,T003,NN013,validation,4.4625923198786177e-05
High Risk,High Risk,6538,T003,NN013,validation,0.145882142936832
High Risk,Low Risk,25,T003,NN013,validation,0.0005578240399848271
High Risk,Medium Risk,1121,T003,NN013,validation,0.02501282995291965
High Risk,Very High Risk,1080,T003,NN013,validation,0.024097998527344535
Low Risk,High Risk,387,T003,NN013,validation,0.008635116138965124
Low Risk,Low Risk,7552,T003,NN013,validation,0.1685074859986166
Low Risk,Medium Risk,5021,T003,NN013,validation,0.11203338019055269
Medium Risk,High Risk,2924,T003,NN013,validation,0.06524309971662538
Medium Risk,Low Risk,1380,T003,NN013,validation,0.030791887007162462
Medium Risk,Medium Risk,7248,T003,NN013,validation,0.1617243456724011
Medium Risk,Very High Risk,22,T003,NN013,validation,0.000490885155186648
Very High Risk,Extreme Risk,479,T003,NN013,validation,0.010687908606109289
Very High Risk,High Risk,2232,T003,NN013,validation,0.049802530289845375
Very High Risk,Low Risk,5,T003,NN013,validation,0.00011156480799696544
Very High Risk,Medium Risk,55,T003,NN013,validation,0.0012272128879666198
Very High Risk,Very High Risk,6505,T003,NN013,validation,0.14514581520405204
Extreme Risk,Extreme Risk,1832,T003,NN014,validation,0.04087734565008814
Extreme Risk,Very High Risk,409,T003,NN014,validation,0.009126001294151772
High Risk,High Risk,7463,T003,NN014,validation,0.1665216324162706
High Risk,Low Risk,132,T003,NN014,validation,0.0029453109311198874
High Risk,Medium Risk,535,T003,NN014,validation,0.011937434455675302
High Risk,Very High Risk,636,T003,NN014,validation,0.014191043577214004
Low Risk,High Risk,34,T003,NN014,validation,0.000758640694379365
Low Risk,Low Risk,8831,T003,NN014,validation,0.19704576388424036
Low Risk,Medium Risk,4095,T003,NN014,validation,0.0913715777495147
Medium Risk,High Risk,2834,T003,NN014,validation,0.06323493317268002
Medium Risk,Medium Risk,8740,T003,NN014,validation,0.19501528437869559
Very High Risk,Extreme Risk,409,T003,NN014,validation,0.009126001294151772
Very High Risk,High Risk,1774,T003,NN014,validation,0.039583193877323335
Very High Risk,Medium Risk,75,T003,NN014,validation,0.0016734721199544815
Very High Risk,Very High Risk,7018,T003,NN014,validation,0.1565923645045407
Extreme Risk,Extreme Risk,1842,T003,NN015,validation,0.04110047526608207
Extreme Risk,Very High Risk,399,T003,NN015,validation,0.008902871678157842
High Risk,High Risk,7621,T003,NN015,validation,0.17004708034897473
High Risk,Low Risk,133,T003,NN015,validation,0.002967623892719281
High Risk,Medium Risk,508,T003,NN015,validation,0.011334984492491689
High Risk,Very High Risk,504,T003,NN015,validation,0.011245732646094115
Low Risk,High Risk,110,T003,NN015,validation,0.0024544257759332396
Low Risk,Low Risk,8830,T003,NN015,validation,0.19702345092264095
Low Risk,Medium Risk,4020,T003,NN015,validation,0.08969810562956021
Medium Risk,High Risk,2732,T003,NN015,validation,0.060959011089541916
Medium Risk,Medium Risk,8842,T003,NN015,validation,0.19729120646183368
Very High Risk,Extreme Risk,399,T003,NN015,validation,0.008902871678157842
Very High Risk,High Risk,1638,T003,NN015,validation,0.03654863109980588
Very High Risk,Medium Risk,75,T003,NN015,validation,0.0016734721199544815
Very High Risk,Very High Risk,7164,T003,NN015,validation,0.15985005689805207
Extreme Risk,Extreme Risk,1790,T003,NN016,validation,0.03994020126291363
Extreme Risk,High Risk,9,T003,NN016,validation,0.00020081665439453778
Extreme Risk,Very High Risk,442,T003,NN016,validation,0.009862329026931745
High Risk,High Risk,7130,T003,NN016,validation,0.1590914162036727
High Risk,Low Risk,67,T003,NN016,validation,0.001494968427159337
High Risk,Medium Risk,820,T003,NN016,validation,0.018296628511502332
High Risk,Very High Risk,749,T003,NN016,validation,0.016712408237945422
Low Risk,High Risk,325,T003,NN016,validation,0.007251712519802753
Low Risk,Low Risk,8148,T003,NN016,validation,0.18180601111185488
Low Risk,Medium Risk,4487,T003,NN016,validation,0.10011825869647678
Medium Risk,High Risk,2770,T003,NN016,validation,0.06180690363031885
Medium Risk,Low Risk,748,T003,NN016,validation,0.016690095276346028
Medium Risk,Medium Risk,8051,T003,NN016,validation,0.17964165383671374
Medium Risk,Very High Risk,5,T003,NN016,validation,0.00011156480799696544
Very High Risk,Extreme Risk,451,T003,NN016,validation,0.010063145681326283
Very High Risk,High Risk,1867,T003,NN016,validation,0.0416582993060669
Very High Risk,Medium Risk,87,T003,NN016,validation,0.0019412276591471986
Very High Risk,Very High Risk,6871,T003,NN016,validation,0.1533123591494299
Extreme Risk,Extreme Risk,1857,T003,NN017,validation,0.041435169690072965
Extreme Risk,High Risk,4,T003,NN017,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,380,T003,NN017,validation,0.008478925407769374
High Risk,High Risk,6552,T003,NN017,validation,0.1461945243992235
High Risk,Low Risk,87,T003,NN017,validation,0.0019412276591471986
High Risk,Medium Risk,1350,T003,NN017,validation,0.03012249815918067
High Risk,Very High Risk,777,T003,NN017,validation,0.01733717116272843
Low Risk,High Risk,315,T003,NN017,validation,0.007028582903808822
Low Risk,Low Risk,7600,T003,NN017,validation,0.16957850815538747
Low Risk,Medium Risk,5045,T003,NN017,validation,0.11256889126893813
Medium Risk,High Risk,3320,T003,NN017,validation,0.07407903250998506
Medium Risk,Low Risk,1272,T003,NN017,validation,0.02838208715442801
Medium Risk,Medium Risk,6973,T003,NN017,validation,0.155588281232568
Medium Risk,Very High Risk,9,T003,NN017,validation,0.00020081665439453778
Very High Risk,Extreme Risk,384,T003,NN017,validation,0.008568177254166946
Very High Risk,High Risk,1912,T003,NN017,validation,0.04266238257803958
Very High Risk,Low Risk,4,T003,NN017,validation,8.925184639757235e-05
Very High Risk,Medium Risk,77,T003,NN017,validation,0.0017180980431532678
Very High Risk,Very High Risk,6899,T003,NN017,validation,0.15393712207421292
Extreme Risk,Extreme Risk,1819,T003,NN018,validation,0.040587277149296025
Extreme Risk,High Risk,4,T003,NN018,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,418,T003,NN018,validation,0.00932681794854631
High Risk,Extreme Risk,2,T003,NN018,validation,4.4625923198786177e-05
High Risk,High Risk,6641,T003,NN018,validation,0.1481803779815695
High Risk,Low Risk,22,T003,NN018,validation,0.000490885155186648
High Risk,Medium Risk,968,T003,NN018,validation,0.02159894682821251
High Risk,Very High Risk,1133,T003,NN018,validation,0.02528058549211237
Low Risk,High Risk,594,T003,NN018,validation,0.013253899190039494
Low Risk,Low Risk,7872,T003,NN018,validation,0.17564763371042239
Low Risk,Medium Risk,4492,T003,NN018,validation,0.10022982350447375
Low Risk,Very High Risk,2,T003,NN018,validation,4.4625923198786177e-05
Medium Risk,High Risk,2506,T003,NN018,validation,0.05591628176807908
Medium Risk,Low Risk,1069,T003,NN018,validation,0.02385255594975121
Medium Risk,Medium Risk,7975,T003,NN018,validation,0.17794586875515989
Medium Risk,Very High Risk,24,T003,NN018,validation,0.0005355110783854341
Very High Risk,Extreme Risk,420,T003,NN018,validation,0.009371443871745096
Very High Risk,High Risk,2356,T003,NN018,validation,0.05256933752817011
Very High Risk,Medium Risk,10,T003,NN018,validation,0.00022312961599393088
Very High Risk,Very High Risk,6490,T003,NN018,validation,0.14481112078006114
Extreme Risk,Extreme Risk,1805,T003,NN019,validation,0.040274895686904524
Extreme Risk,High Risk,3,T003,NN019,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,433,T003,NN019,validation,0.009661512372537207
High Risk,High Risk,7056,T003,NN019,validation,0.15744025704531764
High Risk,Low Risk,6,T003,NN019,validation,0.00013387776959635853
High Risk,Medium Risk,783,T003,NN019,validation,0.017471048932324786
High Risk,Very High Risk,921,T003,NN019,validation,0.020550237633041035
Low Risk,High Risk,415,T003,NN019,validation,0.009259879063748132
Low Risk,Low Risk,7541,T003,NN019,validation,0.16826204342102327
Low Risk,Medium Risk,5004,T003,NN019,validation,0.111654059843363
Medium Risk,High Risk,2489,T003,NN019,validation,0.055536961420889396
Medium Risk,Low Risk,1416,T003,NN019,validation,0.031595153624740614
Medium Risk,Medium Risk,7655,T003,NN019,validation,0.1708057210433541
Medium Risk,Very High Risk,14,T003,NN019,validation,0.0003123814623915032
Very High Risk,Extreme Risk,436,T003,NN019,validation,0.009728451257335386
Very High Risk,High Risk,2138,T003,NN019,validation,0.04770511189950242
Very High Risk,Medium Risk,3,T003,NN019,validation,6.693888479817926e-05
Very High Risk,Very High Risk,6699,T003,NN019,validation,0.14947452975433428
Extreme Risk,Extreme Risk,1784,T003,NNSTACK001,validation,0.03980632349331727
Extreme Risk,High Risk,4,T003,NNSTACK001,validation,8.925184639757235e-05
Extreme Risk,Very High Risk,453,T003,NNSTACK001,validation,0.010107771604525069
High Risk,Extreme Risk,4,T003,NNSTACK001,validation,8.925184639757235e-05
High Risk,High Risk,6549,T003,NNSTACK001,validation,0.14612758551442534
High Risk,Low Risk,20,T003,NNSTACK001,validation,0.00044625923198786177
High Risk,Medium Risk,1063,T003,NNSTACK001,validation,0.023718678180154853
High Risk,Very High Risk,1130,T003,NNSTACK001,validation,0.025213646607314188
Low Risk,High Risk,225,T003,NNSTACK001,validation,0.005020416359863444
Low Risk,Low Risk,8138,T003,NNSTACK001,validation,0.18158288149586094
Low Risk,Medium Risk,4597,T003,NNSTACK001,validation,0.10257268447241003
Medium Risk,High Risk,3015,T003,NNSTACK001,validation,0.06727357922217016
Medium Risk,Low Risk,786,T003,NNSTACK001,validation,0.017537987817122968
Medium Risk,Medium Risk,7773,T003,NNSTACK001,validation,0.17343865051208246
